text,label,source,page
В Україні «брак фінансування на фейки» — BBC/Bellingcat,1,stopfake,78
Усю землю в Україні «розпродано іноземцям»,1,stopfake,79
Компанія Володимира Зеленського придбала готель в Куршевелі за 88 мільйонів євро,1,stopfake,79
"Західна Україна «вступить до НАТО окремо від інших регіонів, як Захід Німеччини під",1,stopfake,79
Пентагон визнав Україну «однією з найкорумпованіших країн»,1,stopfake,79
Мустафу Найєма заарештували за незаконний перетин кордону в Афганістані,1,stopfake,79
Олена Зеленська відмінила виступ в Люблянському університеті через протести студентів,1,stopfake,79
Вдалося зняти на відео проліт російської ракети «Орешник» під час атаки по Дніпру,1,stopfake,79
Ветеранів із ампутаціями відправлять на розмінування,1,stopfake,79
"У Києві для молоді відкрилася послуга «полежати у труні», з повісткою із ТЦК",1,stopfake,79
Українці стали лідерами мігрантської злочинності у Німеччині,1,stopfake,79
"Валерій Залужний у Британії «порадив українським військовим не боятися смерті, бо шансів на",1,stopfake,80
Зеленський «визнав» втрату Криму,1,stopfake,80
"Українська військовослужбовиця із ПЗРК замість того, щоб збити російську ракету, зруйнувала будинок",1,stopfake,80
Корпорація BBC стала рекордсменом 2024 року за кількістю опублікованих фейків – Bellingcat,1,stopfake,80
В Україні за наказом Зеленського судять митрополита УПЦ МП «за вірність Церкві»,1,stopfake,80
"Загиблих українських військових «видаляють зі списків», щоб відмовити у виплатах — відео",1,stopfake,80
ЗСУ «визнали загибель жителів Одеси від української ракети»,1,stopfake,80
"Українські чоловіки зараз частіше стають жертвами сексуального насильства, ніж жінки — «через інструкторів",1,stopfake,80
"В університеті Вінниці на екранах транслюють імена студентів, які розмовляють російською мовою",1,stopfake,80
Будинки в Глушківському районі Курщини «розграбовано ЗСУ»,1,stopfake,80
Перші добровольці «Українського легіону» у Польщі виявилися підставними,1,stopfake,81
Бабуся Ксенії Собчак була родом із Західної України — фото,1,stopfake,81
"Урсула фон дер Ляєн закликала ЄС «купувати нафту у Росії, аби Путін не",1,stopfake,81
Російські військові «акуратно ставляться до цивільних осіб» в Україні – Пєсков,1,stopfake,81
"В Україні затримали групу лікарів, які за гроші «калічили» чоловіків для уникнення мобілізації",1,stopfake,81
Coca-Cola передала Україні у якості гуманітарної допомоги мобільні морги,1,stopfake,81
Українські військові стали частіше здаватися в полон після перемоги Трампа на виборах —,1,stopfake,81
Президент Фінляндії заявив про «нормалізацію відносин із Росією»,1,stopfake,81
В Україні продають музейні експонати задля отримання коштів для ЗСУ,1,stopfake,81
"У Нью-Йорку з’явилося графіті з «Зеленським, який стоїть на колінах, — Fox News»",1,stopfake,81
Віцепрем’єрка Канади Христя Фріланд з’явилася на пресконференції «у нетверезому вигляді»,1,stopfake,82
12 листопада російські безпілотники завдали удару по території Банкнотно-монетного двору НБУ в Києві,1,stopfake,82
У відділенні «Укрпошти» в Полтаві збирають гроші «для вбивства Трампа»,1,stopfake,82
Україна готує «провокацію в стилі Бучі» з пасажирами Supernova Airlines,1,stopfake,82
Українські військові розстріляли та спалили манекен Дональда Трампа,1,stopfake,82
Спасо-Преображенський собор у Чернігові перетворили на кінотеатр,1,stopfake,82
Відеофейк: Комісар Ради Європи з прав людини розкритикував «мовні патрулі» в Україні,1,stopfake,82
Віцепрезидент США Венс двічі відмовив Єрмаку в телефонній розмові – WSJ,1,stopfake,82
Генсек НАТО Рютте пригрозив Трампу «вигнати США з Альянсу»,1,stopfake,82
Усі чоловіки Анастасіївки вважаються зниклими безвісти у Курській області – фото,1,stopfake,82
"Двоє колумбійців, що воюють у складі Збройних сил України, дезертирували з позицій",1,stopfake,83
Іванка Трамп вважає українців «гидкими і підлими людьми»,1,stopfake,83
Українці можуть отримати «нову грошову допомогу»,1,stopfake,83
у Лаврі замість ікон розмістили графіті Бенксі,1,stopfake,83
В Україні процвітає чорна трансплантологія — у пораненого військового в шпиталі зникла нирка,1,stopfake,83
77% відсотків європейців вірять в єдність росіян — Євростат,1,stopfake,83
У Сумській області торгують формою загиблих українських військових,1,stopfake,83
Ілон Маск «опублікував глумливий допис із “останнім доларом для Зеленського”»,1,stopfake,83
"У Сумській області затримали волонтерів, які везли 100 кілограмів наркотиків для ЗСУ",1,stopfake,83
"На Сумщині застрелили мотоцикліста, який ганяв вулицями під час повітряної тривоги",1,stopfake,83
Війська КНДР не беруть участь у війні проти України,1,stopfake,84
Українські водойми забруднені трупною отрутою через стрімкий ріст кладовищ — Greenpeace,1,stopfake,84
Швидка допомога у Львівській області стане платною,1,stopfake,84
"Аби отримати «1000 гривень Зеленського», українцям доведеться передати третім особам контроль над своїми",1,stopfake,84
Друк гривні переносять у Польшу – в зв’язку з браком матеріалів та електроенергії,1,stopfake,84
В Україні почали українізувати російські прізвища,1,stopfake,84
Постраждалим у бійці в Черкасах парафіянам відмовили в медичній допомозі — «за релігійною,1,stopfake,84
Українців «масово арештовують» та «катують» за дзвінки на російські телефонні номери — Reporters,1,stopfake,84
Українських біженців «виселяють із соціального житла у Франції – Le Monde»,1,stopfake,84
Білорусь не надавала Росії територію для вторгнення в Україну – Лукашенко,1,stopfake,84
Українських школярів змушують писати величальні вірші Зеленському – фото,1,stopfake,85
Україна має намір зробити бомбу з ядерних відходів АЕС,1,stopfake,85
Російська пшениця «врятує ЄС від неврожаю та голоду»,1,stopfake,85
"У Жмеринці троє чоловіків побили громадянина Казахстану, переплутавши його з корейцем",1,stopfake,85
Вулицю у Києві назвали на честь нового генерального секретаря НАТО,1,stopfake,85
Україна міняє прах росіян на українських військовополонених,1,stopfake,85
Генерального секретаря ООН Антоніу Гутерреша внесли до бази «Миротворець»,1,stopfake,85
2 із 10 українців помирають у ході примусової мобілізації — Інститут вивчення війни,1,stopfake,85
У особових справах російськомовних учнів з’явилися позначки щодо необхідності консультації у психіатра,1,stopfake,85
В Україні зарплатню військовослужбовцям-контрактникам віком до 21 року підвищать вдвічі — Українська правда,1,stopfake,85
Командир військової частини скаржиться одеському ТЦК на російськомовних призовників – документ,1,stopfake,86
Український пілот викрав літак і «втік в Африку до коханої»,1,stopfake,86
"Польща видала Україні першого громадянина, який «утік від мобілізації»",1,stopfake,86
Андрій Єрмак назвав Макрона «лицемірним політиком» за бажання скоротити допомогу Україні,1,stopfake,86
Очільник МЗС України Сибіга закликав Ізраїль «вчитися воювати власним коштом»,1,stopfake,86
МВФ не розглядає варіант перемоги України у своїх прогнозах,1,stopfake,86
На Заході назвали «реальні втрати в Україні»,1,stopfake,86
"Росія – країна, що заснувала ООН",1,stopfake,86
Залужний не виключає швидкої мобілізації українських жінок,1,stopfake,86
"Харків’яни виступають «за референдум щодо вступу до складу Росії», — Ганчев",1,stopfake,86
Німеччина більше не надсилатиме військову допомогу Україні,1,stopfake,87
Зеленський провокує ядерну кризу — шотландське видання The National,1,stopfake,87
Колумбія обмежить показ українського контенту в TikTok через «пропаганду ЗСУ»,1,stopfake,87
Українські військові вихваляються вбивством мешканців Курщини — фото,1,stopfake,87
"Зеленський відмінив бронь від призову більш ніж 1,5 млн. громадян України, тепер на",1,stopfake,87
"«Україна напала на Курськ заради західних грошей», – Зеленський",1,stopfake,87
У вінницькому храмі «розкольники» влаштовують дискотеки,1,stopfake,87
"Щонайменше 60% іноземців, які воювали за ЗСУ, повертаються додому інвалідами – інфографіка",1,stopfake,87
Відеофейк: В Україні спостерігається дефіцит продуктів,1,stopfake,87
"У шкільних туалетах з’явилися камери, щоб стежити, чи не говорять діти російською мовою",1,stopfake,87
Польський військовий з Інтернаціонального легіону вбив свою дружину та її коханця-українця,1,stopfake,88
Мобілізацією українців займуться польські військові – United24,1,stopfake,88
В Україні заборонили розрахунок криптовалютою,1,stopfake,88
"Українські біженці у Флориді грабують будинки американців, які виїхали через ураган",1,stopfake,88
Чехи втомилися підтримувати Україну – президент Петр Павел,1,stopfake,88
Співак Святослав Вакарчук назвав рейди ТЦК на своєму концерті «радістю і святом»,1,stopfake,88
В Україні без оновлених у ТЦК даних відмовляють у медичній допомозі,1,stopfake,88
Міністр освіти закликав обмежити виїзд з України учням старших класів,1,stopfake,88
«Богохульники» із Православної церкви України «танцюють» з іконами – відео,1,stopfake,88
В Умані хасиди викинули прапор України на сміття,1,stopfake,88
«Російські ракети спричинили потужний землетрус у Кривому Розі»,1,stopfake,89
Делегація України залишила засідання Генасамблеї ООН під час виступу прем’єр-міністра Ізраїлю,1,stopfake,89
У Польщі український біженець заробляв на автопідставах — телеканал Euronews,1,stopfake,89
ЗСУ спіймали на мародерстві в Курській області,1,stopfake,89
У Києві «занепад моралі та заперечення православ’я» — там «пройшов некрофільський показ»,1,stopfake,89
Міла Йовович звільнила українську хатню робітницю через відмову говорити російською,1,stopfake,89
Останки невідомого українського бійця поховані в анонімній могилі — фото,1,stopfake,89
Двох радників Сирського звільнили за завантаження конфіденційних документів в ChatGPT – United24,1,stopfake,89
Україна готується застосувати хімічну та бактеріологічну зброю для зараження водойм Херсонщини,1,stopfake,89
Українці в Ізраїлі не пустили російського коміка Слєпакова у сховище під час обстрілу,1,stopfake,89
Тіло військового з Інтернаціонального легіону повернули в Колумбію без внутрішніх органів,1,stopfake,90
В боях за Україну загинув внучатий племінник Пабло Ескобара,1,stopfake,90
"Зеленський розраховує, що «війна не зупиниться і Україна зможе багато чого зробити разом",1,stopfake,90
У ЗСУ підтвердили знищення складу БпЛА у Запоріжжі,1,stopfake,90
"Внаслідок російського удару по аеродрому в Старокостянтинові «загинув американський військовослужбовець», – соцмережі",1,stopfake,90
Держборг України невдовзі перевищить 1000% від ВВП держави,1,stopfake,90
Україна не має «ніякого плану перемоги»,1,stopfake,90
"Фотофейк: В Україні учнів, які не здали гроші на генератор, не допускають до занять",1,stopfake,90
Платіжна система Visa повертається на російський ринок,1,stopfake,90
У Тернополі військовослужбовець побив пенсіонерку «за відмову віддавати картоплю на потреби армії» –,1,stopfake,90
У Львівському університеті ставлять «автомати» за здані в макулатуру книги російських письменників,1,stopfake,91
"Пентагон не встигне використати $5,8 млрд із виділених на допомогу Україні коштів до",1,stopfake,91
Україна вербує психічно нестабільних іноземців — The Washington Post,1,stopfake,91
В Україні почнуть мобілізувати жінок – відео,1,stopfake,91
Посольство Великої Британії в Україні рекомендує своїм громадянам тікати від ТЦК,1,stopfake,91
Влада Києва планує «знести ще кілька храмів УПЦ»,1,stopfake,91
"У Харкові енергоколапс «через Курську операцію ЗСУ», і взимку там грітимуться біля вогнищ",1,stopfake,91
"Президентка Мексики відмовилася приїздити до України, назвавши Зеленського «наркоманом»",1,stopfake,91
Американці більше не бажають підтримувати Київ — Конгрес,1,stopfake,91
В Україні священника УПЦ МП хочуть посадити за «кілька рублевих купюр»,1,stopfake,91
Український активіст назвав теракт 11 вересня «божою карою для американців»,1,stopfake,92
У США вважають українських пілотів «непридатними до виконання складних завдань» на F-16,1,stopfake,92
У Польщі немає куди поселити постраждалих від повені через українських біженців,1,stopfake,92
"Швеція платитиме українським біженцям по 30 тисяч євро, аби вони покинули країну",1,stopfake,92
"«Новобранців – на м’ясо», – три фейки агітпропу про інтерв’ю Сирського CNN",1,stopfake,92
В Україні запроваджують мовні патрулі — відновлюють «нацистські практики»,1,stopfake,92
"«ЄС розвалюється, він не має ресурсів і не має майбутнього, — доповідь»",1,stopfake,92
Український художник ампутував собі здорову ногу «на знак солідарності» із ЗСУ – Euronews,1,stopfake,92
"Священник ПЦУ відмовився відспівувати українських солдатів, бо їх було охрещено в УПЦ",1,stopfake,92
«Більше 50% працівниць борделів у Німеччині – це українки – Die Welt»,1,stopfake,92
"Родинам українських військових, які загинули в Курській області, відмовляють у компенсації",1,stopfake,93
У Львові змушують першокласників навколішки вшановувати пам’ять загиблих військовослужбовців,1,stopfake,93
Влада відключає мешканців Харківщини від водопостачання за відмову евакуюватися,1,stopfake,93
Україна – найгірша країна для жінок,1,stopfake,93
Українська біженка стріляла по іконі в Цюриху,1,stopfake,93
"Вікторія Нуланд визнала, що Захід зірвав стамбульські перемовини у 2022 році",1,stopfake,93
"«Україна підпише мир в обмін на членство в ЄС», – Шмигаль",1,stopfake,93
Двох українців в Білорусі розстріляють за вбивство вчительки,1,stopfake,93
В Копенгагені російські «партизани» підпалили склад з допомогою для ЗСУ,1,stopfake,93
"У польських школах, де навчаються українські діти, не вивчатимуть Волинську трагедію – United24",1,stopfake,93
"«За ухилянтів тепер нестимуть юридичну відповідальність їхні родичі», – Шмигаль",1,stopfake,94
Українські військові «за 500 тисяч доларів забезпечили успішний удар ЗС РФ по Полтаві»,1,stopfake,94
Радіоактивна хмара з України рухається на Польщу,1,stopfake,94
В Україні «зросла кількість сектантів після заборони УПЦ МП» – Deutsche Welle,1,stopfake,94
Дітей в Україні змушують здавати кров для потреб ЗСУ,1,stopfake,94
Атака ЗСУ на Курську область «гарантує поразку України – WSJ»,1,stopfake,94
У Луцьку «відібрану церкву УПЦ МП» переробили під пральню,1,stopfake,94
Україна планує здати Покровськ,1,stopfake,94
В Курській області зафіксовано понад 1000 використань нацистської символіки українськими силами — BBC,1,stopfake,94
«ЗСУ починають готуватися до оборони Дніпра – Bild»,1,stopfake,94
Біля Пентагону з’явилося графіті з втраченим в Україні літаком F-16,1,stopfake,95
Парламент України втратив легітимність,1,stopfake,95
"Нова назва копійки «шаг», запропонована НБУ, – російська, українською має бути «крок»",1,stopfake,95
Головнокомандувач ЗСУ визнав «провал у Курську» – Росія перекинула туди 230 тисяч солдатів,1,stopfake,95
Гроссі закликав Росію до наступу в Україні,1,stopfake,95
74% українців в мережі виступили проти Курської операції,1,stopfake,95
Українські університети скорочують кількість бюджетних місць для чоловіків призовного віку,1,stopfake,95
«Боєголовка» у Жовтих Водах та «ядерні відходи США»: три фейки росЗМІ про «українську брудну,1,stopfake,95
Оборона ЗСУ в Донецькій області «залишилася без снарядів і солдатів після наступу на,1,stopfake,95
"У Сумах залишать без зарплати тих, хто не здасть кров для армії",1,stopfake,95
В Україні заборонили православ’я,1,stopfake,96
Українські біженці в ЄС масово стають донорами нирок,1,stopfake,96
США закликали Україну атакувати російські міста,1,stopfake,96
Україна може стати центром поширення мавп’ячої віспи в Європі — The Independent,1,stopfake,96
Німецький полковник назвав наступ України в Курській області «безумством Зеленського»,1,stopfake,96
Український біженець загинув у димарі під час спроби пограбувати будинок у Польщі –,1,stopfake,96
"Німці створили петицію, щоб змусити Україну відповісти за підрив «Північного потоку»",1,stopfake,96
На Заході заявили про відсутність у Європи варіантів військової допомоги Україні – Financial,1,stopfake,96
Укрпошта випустила марки з російськими військовополоненими і написом «На коліна перед Україною»,1,stopfake,96
Журналістка Bild померла після написання статті про військову операцію України в Курській області,1,stopfake,96
В київській школі запровадили уроки про гендер і сексуальність для третьокласників,1,stopfake,97
Україна готується до анексії Курщини – Зеленський розпорядився створити військові адміністрації,1,stopfake,97
Українські переселенці в Німеччині проявляють високу ворожість один до одного — Deutsche Welle,1,stopfake,97
У США українські біженці намагаються обманом отримати додаткові виплати — телеканал MSNBC,1,stopfake,97
Українську військовослужбовицю поранили під Курськом — фото,1,stopfake,97
Українців під загрозою штрафу змушують стати навколішки перед загиблим у Курській області військовим,1,stopfake,97
Українець причетний до вбивства волонтерки на Олімпійських іграх у Парижі,1,stopfake,97
Український телеканал видав знятий у Сумах репортаж за трансляцію з Курської області,1,stopfake,97
Українці роблять 80% запитів у Google «російською мовою»,1,stopfake,97
"В Україні «відберуть» атестати у тих, хто не оновив дані в ТЦК",1,stopfake,97
"Україна нелегально вивезла 85 дітей-інвалідів до ЄС, де їх «виставили на продаж»",1,stopfake,98
Курськ ніколи не був українським,1,stopfake,98
Українська влада почала вивозити жителів Курської області на територію України,1,stopfake,98
У Києві мешканців будинків поруч з урядовими структурами закликають залишити домівки,1,stopfake,98
Японія звинуватила Росію у бомбардуванні Хіросіми та Нагасакі,1,stopfake,98
"У МАГАТЕ визнали, що пожежа на Запорізькій АЕС виникла через обстріл ЗСУ",1,stopfake,98
Одеситка може потрапити за ґрати через тату мапи України без Криму,1,stopfake,98
Україна приватизує митну службу,1,stopfake,98
У полон потрапили десятки українських солдатів у Курській області – відео,1,stopfake,98
Партнери надали Україні несправні літаки F-16 – Interia,1,stopfake,98
Володимир Зеленський придбав італійську віллу Стінга за 75 мільйонів євро,1,stopfake,99
У Києві стався замах на міністра оборони України Рустема Умєрова,1,stopfake,99
В Африці оголосили нагороду за «голову Буданова» — кілька мішків золота,1,stopfake,99
Українець намагався переплисти Тису на катері – відео,1,stopfake,99
Поставлені в Україну F-16 лише «поліпшили» імідж Росії та Путіна,1,stopfake,99
Годинник Судного дня рухається вперед через США і Україну,1,stopfake,99
На Олімпіаді в Берліні 1936 року «теж не було росіян»,1,stopfake,99
"У Франції вважають, що НАТО не зможе відповісти на потенційний напад Росії —",1,stopfake,99
Білий дім вимагає від України роз’яснень щодо подій у Курській області,1,stopfake,99
Українські біженці крадуть у німецьких фермерів,1,stopfake,99
"Офіс Президента готував постановочний замах на дітей Зеленського, однак план відхилило ЦРУ",1,stopfake,100
Постановника церемонії відкриття Олімпіади-2024 вдарила блискавка,1,stopfake,100
Тисячі людей вийшли на вулиці Берліна на мітинг «на підтримку миру з Росією»,1,stopfake,100
СБУ звинуватила українських тюремників і ЗСУ в загибелі військовополонених у Оленівці в 2022,1,stopfake,100
Українські диверсанти знищили склад із паливом для ЗСУ в Румунії,1,stopfake,100
Корпорація BlackRock вимагає «не ховати солдатів ЗСУ на купленій нею українській землі»,1,stopfake,100
Німеччина в односторонньому порядку закриє кордони з Угорщиною через спрощення в’їзду з РФ,1,stopfake,100
Більшість українців не вірить у вступ до НАТО та ЄС і розчаровані у,1,stopfake,100
У Парижі не хочуть здавати квартири українцям навіть за додаткову плату,1,stopfake,100
Румунія прозвітувала про «провальну підготовку» українських пілотів — документ,1,stopfake,100
"На річці Тиса знесуть три дамби, аби запобігти нелегальному перетину кордону",1,stopfake,101
Відеофейк: Ізраїльські військові дякують українському уряду за передані FPV-дрони,1,stopfake,101
Ідеолог українського націоналізму Липа є автором поезії зі словами «Зіґ хайль!»,1,stopfake,101
Українські спортсмени на Олімпіаді в Парижі зобов’язані носити електронні браслети для запобігання втечі,1,stopfake,101
У Росії знову виготовлятимуть батончики KitKat,1,stopfake,101
В Україні зростає популярність російської мови,1,stopfake,101
Співробітники ТЦК б’ють підлітка – відео,1,stopfake,101
"Українська влада і волонтери силоміць забирають дітей у батьків на Донбасі, щоб передати",1,stopfake,101
Сир President випустив упаковки з «Зеленським під кайфом» та «адекватним Путіним»,1,stopfake,101
"Перед Олімпіадою-2024 у Парижі кількість вуличних крадіжок «зросла в 10 разів, – AFP»",1,stopfake,101
Сирський засумнівався в ефективності винищувачів F-16,1,stopfake,102
В Україні на уроках української мови діти вивчають військову лексику,1,stopfake,102
Особистий лікар Зеленського втік до Франції – BBC/Bellingcat,1,stopfake,102
"«Україна готова до миру з Росією», – Кулеба",1,stopfake,102
Українців закликають оновлювати свої дані у ТЦК плакатом із дивізією «Галичина»,1,stopfake,102
На сайті Президента України з’явилася петиція про присвоєння 3-й штурмовій бригаді ЗСУ імені,1,stopfake,102
Пентагон вимагає в України повного аудиту американської зброї в ЗСУ — відео з,1,stopfake,102
У дитячому таборі Івано-Франківської області хлопчика побили за «російське прізвище»,1,stopfake,102
"На Київщині жінка підпалила себе, бо її чоловіку «не дали відстрочку від служби»",1,stopfake,102
Паризьке метро безлюдне через ризик терористичних атак – ВВС,1,stopfake,102
Глухівський священник закликає парафіян ставити свічки за упокій Трампа,1,stopfake,103
"На Чорнобильській АЕС стався викид радіоактивних елементів, хмара рухається на Київ",1,stopfake,103
Фотографії закривавленого хірурга з Охматдиту виявилися постановними,1,stopfake,103
"Багато українців бажають миру, але Захід «хоче воювати» — нідерландська «журналістка»",1,stopfake,103
"У дитячому садку Вінниці хлопчику «вимили рота милом» за те, що той спілкувався",1,stopfake,103
«Енергоатом» висловив готовність експортувати «зайву електроенергію» до Польщі — документ,1,stopfake,103
У Бучі створили жіночий батальйон для поповнення штурмових підрозділів,1,stopfake,103
Троє українських олігархів пожертвували кошти на передвиборчу кампанію Трампа,1,stopfake,103
В Україні пропонують за гроші зламати руку чи ногу для отримання відстрочки,1,stopfake,103
Українським воїнам постачають отруєну бутильовану воду,1,stopfake,103
"Той, хто стріляв у Трампа, «підтримував Україну — про це свідчать його соціальні",1,stopfake,104
У Київському університеті ім. Шевченка заборонили вживати слова «Росія» та «росіянин» у дослідницьких,1,stopfake,104
Фотофейк: У Києві з’явився стріт-арт «Зеленський – Геть!»,1,stopfake,104
"У США доставляють труни з тілами американських військових, які загинули в Україні –",1,stopfake,104
Фотофейк: Українські військові «позують із прапором зі свастикою»,1,stopfake,104
"Жозеп Боррель вважає, що єдиний спосіб досягти миру в Україні – припинити військову",1,stopfake,104
"Українця, який зняв на відео влучання в «Охматдит», затримала СБУ",1,stopfake,104
Серед оштрафованих за купання у римському фонтані 64% українців – французький канал France,1,stopfake,104
Чеський доброволець визнав у суді свою участь у «каральних операціях ЗСУ в Бучі»,1,stopfake,104
Іноземці тестують український чорнозем перед купівлею – відео,1,stopfake,104
Німеччина пообіцяла прийняти на лікування дітей із «Охматдиту» ще до влучання в лікарню,1,stopfake,105
"Ніхто не давав гарантій вступу України до НАТО, а Китай – організатор війни",1,stopfake,105
У дитячу лікарню «Охматдит» у Києві влучила українська ракета,1,stopfake,105
"Рік тому Росія вдарила ракетою по кафе в Краматорську, «ліквідувавши групу американських найманців»",1,stopfake,105
У Херсоні спалах холери через зруйновану Каховську ГЕС,1,stopfake,105
Валідатори в автобусах Сум вимагають оплати проїзду в рублях,1,stopfake,105
У Мюнхені з’явилося «образливе графіті після вильоту збірної України з Євро-2024»,1,stopfake,105
У зв’язку з майбутнім дефолтом українці вишиковуються у великі черги і скуповують валюту,1,stopfake,105
Увесь світ «перестав підтримувати» Зеленського – Pew Research Center,1,stopfake,105
На зустрічі у Києві прем’єр Угорщини Орбан не потис руку Зеленському,1,stopfake,105
У ізраїльтян з подвійним громадянством відбирають паспорти в Україні для мобілізації в ЗСУ,1,stopfake,106
Данія відмовилася вчити українських пілотів на F-16 – «через їхню нездатність до навчання»,1,stopfake,106
Українські біженці осквернили берлінську мечеть,1,stopfake,106
ТЦК в Україні «взялися за жінок»,1,stopfake,106
В Україні ціна на сіль підскочила до 200 гривень,1,stopfake,106
Олег Сенцов «втік з України» в Чехію,1,stopfake,106
"Олена Зеленська придбала автомобіль Bugatti Tourbillon за 4,5 мільйони євро",1,stopfake,106
"Українським військовослужбовцям не дають снаряди, зате змушують вивчати англійську",1,stopfake,106
"Партія Еммануеля Макрона пропонує 100 євро французам, які проголосують за неї на парламентських",1,stopfake,106
В Україні з’явилася нова вакансія – «гнівний коментатор терактів у Дагестані»,1,stopfake,106
Українські чиновники роз’їжджають Монако на «бетменомобілі»,1,stopfake,107
На кордоні з Польщею «перестали випускати навіть жінок» – ТЦК перевіряє «наявність чоловіка-ухилянта,1,stopfake,107
Французький солдат в Україні знущається з поросяти у масці Макрона,1,stopfake,107
Після закінчення війни «українці отримають гроші від європейських країн для повернення в Україну»,1,stopfake,107
"В Україні загинула перша військова льотчиця, яка пілотувала МІГ-29",1,stopfake,107
"ЗСУ вдарили по центру Харкова, зруйнувавши житловий будинок",1,stopfake,107
Україна відмовляється забирати своїх військовополонених,1,stopfake,107
Українські шахраї від імені Міністерства оборони Ізраїлю збирали гроші в ізраїльтян – The,1,stopfake,107
Відеофейк: Український військовий спровокував вибух авіабомби,1,stopfake,107
"Нацгвардієць підпалив Міністерство аграрної політики, переплутавши будівлю з Верховною Радою",1,stopfake,107
Українська мова визнана діалектом російської «за рішенням ООН»,1,stopfake,108
У МАГАТЕ виступили проти санкцій щодо «Росатому»,1,stopfake,108
Катання на електросамокатах в Україні буде доступним лише після дозволу з ТЦК,1,stopfake,108
Словацький прапор заборонили на матчі між Україною та Словаччиною через його подібність до,1,stopfake,108
"Очільниця МЗС Німеччини Бербок заявила, що «Україні вдалося перетворити свастику на символ свободи»",1,stopfake,108
Замість практики київських студентів відправлять копати окопи,1,stopfake,108
"«Другу світову виграли США», – Байден",1,stopfake,108
Столтенберг «проговорився про пілотів НАТО в Україні»,1,stopfake,108
Зростання цін на продовольство у світі викликане «конфліктом в Україні» – Урсула фон,1,stopfake,108
Музиканти Київського симфонічного оркестру «втекли з України»,1,stopfake,108
Польських лікарів відправляють в Україну для участі у бойових діях,1,stopfake,109
